EPOCH,AMOUNT
218,21163453
219,22466425
220,18712012
221,22531290
222,19613400
223,29765650
224,14292480
225,33417219
226,23752392
227,19655379
228,20785705
229,20649181
230,30762429
231,22689643
232,22759730
233,18179956
234,21397095
235,16974167
236,25342237
237,20085736
238,22951942
239,21183605
240,14163158
241,27947
242,43164
243,66605
244,45804
245,74541
246,58959
247,69734
248,56565
249,62089
250,67784
251,59667
252,65701
253,70688
254,54408
255,60277
256,49374
257,57849
258,54952
259,58854
260,69636
261,56708
262,36629829
263,76525381
264,98657835
265,59697905
266,65658065
267,65390402
268,68492381
269,63732791
270,73600979
271,82206719
