EPOCH,AMOUNT
212,43567640
213,50925233
214,45311781
215,42973942
216,38532190
217,36517053
218,40898054
219,43444315
220,36206570
221,43596594
222,37950648
223,57594590
224,27655016
225,64660137
226,45959328
227,38031876
228,40218983
229,39954817
230,59523291
231,43902978
232,44038592
233,35177028
234,41401982
235,32843906
236,49035574
237,38864588
238,44410510
239,40988893
240,44670336
241,39040447
242,40435915
243,51159025
244,35192156
245,57278069
246,45304274
247,53584459
248,43465016
249,31922943
250,34866262
251,30701882
252,33806782
253,36372973
254,27996073
255,31015697
256,25405989
257,29766551
258,28275935
259,30283933
260,35831544
261,29179260
262,29652359
263,28075559
264,36221274
265,21926177
266,26486597
267,26376323
268,27626110
269,25706352
270,29686645
271,27726577
