EPOCH,AMOUNT
213,4785673
214,4258151
215,4035420
216,3618325
217,3429097
218,3774783
219,4009842
220,3341845
221,4023940
222,3502823
223,5315947
224,2552542
225,5968093
226,4242019
227,3510320
228,3712189
229,3687806
230,5493965
231,4052219
232,4064736
233,3246819
234,3821379
235,3031473
236,4525955
237,3587179
238,4099064
239,3783251
240,4123046
241,3603410
242,3732211
243,4721948
244,3248215
245,5286732
246,4181558
247,4945814
248,4011796
249,4403564
250,4807471
251,4231773
252,4659591
253,5013291
254,3858702
255,4274897
256,3501711
257,4102728
258,3897276
259,4174038
260,4938666
261,4022495
262,4087713
263,3870344
264,4993268
265,3022623
266,3651298
267,3636096
268,3808385
269,3543738
270,4092439
271,3822235
