EPOCH,AMOUNT
220,1450154
221,1351763
222,1319363
223,2002475
224,961446
225,2247955
226,1597808
227,1322205
228,1398241
229,1389057
230,2069369
231,1526318
232,1531032
233,1222954
234,1439369
235,1141841
236,1704756
237,1351154
238,1543962
239,1425007
240,1552995
241,1357268
242,1405783
243,1778579
244,1223480
245,1991312
246,1575035
247,1862901
248,1511091
249,1658656
250,1810792
251,1593949
252,1755147
253,1888377
254,1453473
255,1610243
256,1319003
257,1545391
258,1468002
259,1572252
260,1860267
261,1514900
262,1539462
263,1457599
264,1880501
265,1138342
266,1375105
267,1369380
268,1434265
269,1334597
270,1541242
271,1439481
