EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_AUSD,PRICE_JPY
211,75.374303,23-8-2020,0.10624465946995454,0.12531555685950455,0.17501683454999536,13.259509409803794
212,75.252643,28-8-2020,0.0903742505301071,0.10683596306265304,0.1470132295118094,11.393093936964354
213,87.961119,2-9-2020,0.10434076305930337,0.12445625402929679,0.16862640086556416,13.17506350779537
214,78.324168,7-9-2020,0.07854388951327736,0.09296928225595855,0.12768893962229352,9.882774157731802
215,74.28303,12-9-2020,0.08181688965717089,0.09691705074914046,0.13306381549884444,10.28822952227501
216,66.605151,17-9-2020,0.07731274385636264,0.09129471151418299,0.12505503935857024,9.58887755159661
217,63.121869,22-9-2020,0.0683061211301881,0.08036695005952045,0.11118301412424347,8.413214166980927
218,69.485161,27-9-2020,0.08230671755734925,0.09573509661982581,0.13624377525786238,10.10876458718398
219,73.812055,2-10-2020,0.08350380814999185,0.09806671538460612,0.13654515250006363,10.350990842202872
220,61.51576,7-10-2020,0.07910936054496243,0.0928423176438943,0.13063034787508837,9.809255070665653
221,74.071572,12-10-2020,0.08992279584588954,0.10630428637650947,0.1470729369404782,11.228390248518805
222,64.478985,17-10-2020,0.08882858103960023,0.10407566612724076,0.14697877797487335,10.97217289680745
223,97.854474,22-10-2020,0.08924674546764463,0.10578746134929869,0.14892420288877953,11.070816511396096
224,46.98648,27-10-2020,0.08744108931480264,0.10326744484141924,0.1450385066751041,10.82583604506049
225,109.858993,1-11-2020,0.07952868991456136,0.09286959263589264,0.13212352631204666,9.719267217309385
226,78.085908,6-11-2020,0.08235215021985755,0.09750582263266826,0.1342193975110794,10.100335649050205
227,64.616993,11-11-2020,0.0893835903102505,0.10562814231721475,0.14506969065846267,11.11936891359091
228,68.332936,16-11-2020,0.08504318576676775,0.10073652624425576,0.13821172284543376,10.545099567248693
229,67.884112,21-11-2020,0.09921368480621329,0.1176356652567512,0.1610829865913491,12.217875464896686
230,101.131379,26-11-2020,0.13064942175962166,0.155687562647238,0.21141359038337687,16.254715665747575
231,74.592124,,,,,
232,74.822536,,,,,
233,59.766543,,,,,
234,70.342877,,,,,
235,55.802518,,,,,
236,83.312518,,,,,
237,66.031789,,,,,
238,75.454432,,,,,
239,69.64103,,,,,
240,75.895883,,,,,
241,66.330578,,,,,
242,57.84949,,,,,
243,73.200655,,,,,
244,50.360649,,,,,
245,81.966,,,,,
246,64.831267,,,,,
247,76.680366,,,,,
248,49.252917,,,,,
249,54.073312,,,,,
250,59.046637,,,,,
251,51.975749,,,,,
252,48.903717,,,,,
253,52.623589,,,,,
254,40.509285,,,,,
255,44.878558,,,,,
256,36.761516,,,,,
257,43.071086,,,,,
258,40.914221,,,,,
259,43.819718,,,,,
260,51.846904,,,,,
261,42.222012,,,,,
262,42.906579,,,,,
263,40.624969,,,,,
264,52.411712,,,,,
265,31.726893,,,,,
266,38.325762,,,,,
267,38.166197,,,,,
268,39.974623,,,,,
269,37.196758,,,,,
270,42.95619,,,,,
271,40.119997,,,,,
272,40.848482,,,,,
273,38.696916,,,,,
274,38.624795,4-7-2021,1.188060646032003,1.4096155624434996,1.8719144919180308,156.51666397591373
275,41.277768,9-7-2021,1.1369449446557645,1.3468246740938277,1.8123936806099072,147.9123261830064
276,49.071235,14-7-2021,1.0740718214066387,1.264671768275158,1.6998276183338812,139.87269757123246
277,30.02162,19-7-2021,1.0074595231738694,1.1900065239474007,1.610578629640892,130.74423177631485
278,43.635445,24-7-2021,1.022163056305609,1.203239820067367,1.6333066095151243,133.0199371879917
279,42.671064,29-7-2021,1.0838846999389706,1.2840181960693164,1.7402863579333712,141.0936974659787
280,45.512896,3-8-2021,1.106650952028966,1.314092238745016,1.784609535288864,143.6223971413976
281,20.964365,8-8-2021,1.2567895923660681,1.4783359788246955,2.0101658688708977,162.93479990616373
282,38.901975,13-8-2021,1.5403344376351036,1.8076602778206021,2.462752747182235,199.57473297278375
283,42.217342,18-8-2021,1.6417802522684188,1.9222342258147989,2.6489829307397263,210.6249708252049
284,26.608151,23-8-2021,2.2767297188413567,2.6628666921343758,3.7300105190072275,292.5159061309616
285,38.24888,28-8-2021,2.487767915192561,2.93442218478271,4.012311748230202,322.3022999575218
286,38.599246,2-9-2021,2.4181835840996273,2.863490759015673,3.887151479983905,315.1829960994754
287,43.373134,7-9-2021,2.3930189961005923,2.84108679445392,3.819170698659805,312.0280393744909
288,35.176318,12-9-2021,2.2121069125276414,2.6135386010300583,3.5529358480912956,287.3193451959304
289,35.521111,17-9-2021,2.062018747039327,2.426004302576369,3.3270077445274193,266.1545060313513
290,35.294718,22-9-2021,1.6823257432256218,1.972181151410765,2.7289070592070743,215.26850312936332
291,31.055367,27-9-2021,1.8880302277156702,2.212883779418014,3.0468311605294915,245.09347519889073
292,34.373636,2-10-2021,1.9378811747042992,2.2467692592328996,3.093401345035558,249.5632656231827
293,36.854218,7-10-2021,1.9154535035795028,2.2133070922060374,3.0398157197272617,246.5870331131533
294,34.250417,,,,,
295,40.876516,,,,,
296,30.154356,,,,,
297,37.540756,,,,,
298,32.169528,1-11-2021,1.7016127493802682,1.9667594590992787,2.616714457547817,224.67670032912437
299,36.97012,6-11-2021,1.7196621090818318,1.9864686920482133,2.686244004664729,225.29534670864794
300,33.335729,11-11-2021,1.8255212964774834,2.0970951137018767,2.8597561791774053,238.7941235021189
301,40.435958,16-11-2021,1.7820544546694377,2.025232183921643,2.757252356800121,231.2025313486788
302,33.999004,21-11-2021,1.7081982181994784,1.9280607722403638,2.6660125363899603,219.7892809062054
303,23.519144,26-11-2021,1.498015052396666,1.6790577782821612,2.338843532258137,193.31411965807098
304,35.759276,1-12-2021,1.371355254025005,1.554012306521199,2.1819886795864165,175.99741909752245
305,36.498784,6-12-2021,1.2171809887719751,1.3759194384686666,1.961267213740322,155.5057269760094
306,33.138719,11-12-2021,1.0733446993731752,1.2148656090353085,1.693723111820711,137.747520035904
307,26.723018,16-12-2021,1.1621674486019378,1.3122271887742145,1.8311211860312016,149.79040554177917
308,33.867025,21-12-2021,1.105647290094695,1.2466720827696853,1.7534442844155618,141.69487891947833
309,41.693802,26-12-2021,1.2882876901990445,1.4586640242200146,2.019289872616784,166.88064568692707
310,31.287459,31-12-2021,1.1992134535230323,1.3580495736019418,1.8733940774949651,156.24631954205068
311,31.929735,5-1-2022,1.162604846049025,1.3118426946813653,1.8121873694890063,152.38692702092428
312,41.336346,10-1-2022,1.0347717552750222,1.1749797373767104,1.636334356277937,135.85292332403876
313,43.472196,15-1-2022,1.1312453682266908,1.291350930663094,1.791801070332269,147.51747356429854
314,13.80172,20-1-2022,1.1837404658130737,1.3427761925004427,1.8611066016723086,153.5283301338269
315,39.763225,25-1-2022,0.9448326808152434,1.0699081537081911,1.4956363770583692,121.98793642589253
316,38.868214,30-1-2022,0.9538004467798847,1.0634305674041453,1.521730858454907,122.56573691155008
317,30.328046,4-2-2022,0.9237781515323085,1.0564237774530993,1.4790883665743084,121.44753387978548
318,34.889209,,,,,
319,20.571381,,,,,
320,21.06554,,,,,
322,6.746091,1-3-2022,0.8561382983654843,0.9603281395363393,1.3222220369517734,110.51120114935364
