EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_YEN
267,117136,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,106305,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,125475,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,1497718,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,1397964,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
