EPOCH,AMOUNT
212,15034823
213,17573866
214,16417963
215,15570330
216,13960410
217,13230316
218,14564060
219,17672910
220,14727641
221,17732136
222,15435750
223,23425574
224,11248185
225,26299360
226,18693139
227,15468789
228,16358355
229,16250910
230,24210039
231,17856755
232,17911913
233,11777672
234,13864044
235,10999986
236,16422849
237,13016411
238,14873835
239,13727877
240,14960855
241,13075310
242,13542676
243,17134028
244,10618046
245,17283002
246,13671321
247,13329445
248,10814358
249,9505411
250,10379558
251,9138228
252,10062386
253,10826199
254,8332865
255,9231638
256,7561942
257,8859837
258,8416164
259,9013833
260,8910283
261,7257038
262,7375775
263,6983557
264,9009734
265,5453950
266,6588315
267,4954826
268,5190498
269,4830815
270,5578802
271,5210460
