EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_YEN
264,440161,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
265,266254,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
266,321412,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
267,320074,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,335240,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,311944,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,360245,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,336460,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
