EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
249,7.184455,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
250,9.625445,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
251,8.466712,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
252,10.829175,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
253,11.64981,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
254,10.184564,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
255,15.536549,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
256,12.722405,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
257,14.903217,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
258,14.156916,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
259,15.162262,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
260,17.939786,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
261,11.75332,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
262,11.946032,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
263,11.31319,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
264,14.595544,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
265,8.835262,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
266,10.672905,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
267,10.62847,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
268,8.072271,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
269,5.011741,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
270,0.015372,14-6-2021,1.293879898072177,1.5668237245333339,171.88839669992916
271,0.019785,19-6-2021,1.1962243002383985,1.419139968156482,156.38207838315185
272,0.023567,24-6-2021,1.0463758118941033,1.2483605486687026,138.58424958935848
273,0.022319,29-6-2021,1.1165023468191397,1.3318537800819263,147.30036436950118
