EPOCH,AMOUNT
251,666406
252,654980
253,1221734
254,940111
255,1041144
256,1017516
257,1192025
258,1132193
259,1212595
260,1434726
261,1168363
262,1187306
263,1343004
264,1732456
265,1048601
266,1266700
267,1261426
268,1321196
269,1229385
270,1419739
271,1326001
