EPOCH,AMOUNT
215,2532735
216,2268961
217,2148622
218,2365227
219,2512513
220,2093955
221,2521346
222,2194821
223,3330901
224,1599388
225,3739526
226,2657992
227,2199519
228,2326007
229,2310729
230,3442444
231,2539066
232,2546909
233,2034413
234,2394424
235,1899480
236,2835902
237,2247678
238,2568418
239,2370534
240,2583445
241,2257848
242,2338553
243,2958709
244,2035288
245,3312595
246,2620108
247,3098980
248,2513737
249,2759214
250,3012296
251,2651572
252,2919729
253,3141359
254,2417887
255,2678677
256,2194193
257,2570794
258,1856
259,3615
260,6530
261,5315
262,5400
263,5113
264,6596
265,3993
266,4823
267,4803
268,5031
269,4681
270,5406
271,5049
