EPOCH,AMOUNT
211,1314228
212,1312106
213,1533692
214,1365662
215,1295200
216,1161328
217,1100594
218,1211544
219,1286988
220,1072590
221,1291513
222,14201610
223,21540511
224,10336048
225,24166712
226,17177300
227,14214414
228,15031846
229,14933113
230,45293629
231,33396060
232,33487821
233,26749329
234,31482920
235,24975183
236,37287660
237,29553433
238,33770666
239,31168799
240,33968244
241,29687160
242,30748302
243,38902376
244,26760840
245,43555423
246,34450303
247,40746726
248,33051694
249,36279327
250,39606969
251,34864009
252,38389851
253,41303945
254,31791415
255,35220399
256,28850201
257,33801911
258,32109217
259,34389432
260,40689116
261,33135002
262,33672238
263,31881676
264,41131680
265,24898641
266,30077303
267,29952080
268,33638260
269,18808
270,43322
271,63092
