EPOCH,AMOUNT
211,23864673
212,23826154
213,27849855
214,28918097
215,28001330
216,25103595
217,26298805
218,28947940
219,33575724
220,27980893
221,34505862
222,37838556
223,57416596
224,27565378
225,64450566
226,59087403
227,49251725
228,52071033
229,55046086
230,85534579
231,63084082
232,63277202
233,50544397
234,65393207
235,51872534
236,78772100
237,63983524
238,73277556
239,70321322
240,76635273
241,66974890
242,69368853
243,87764627
244,60373050
245,98262004
246,80906658
247,95691632
248,79195715
249,86928208
250,96643506
251,86141137
252,95538917
253,105388949
254,77672398
255,83535992
256,68431742
257,80178690
258,76163587
259,81572295
260,96515248
261,78596767
262,79871098
263,77997421
264,100625056
265,62259048
266,75207179
267,81196378
268,85040177
269,79126719
270,91378464
271,87967880
