EPOCH,AMOUNT
211,150732874
212,150489580
213,175903879
214,156631989
215,148550556
216,133196402
217,126230564
218,138955821
219,147608705
220,123018681
221,148127685
222,128944514
223,195688525
224,93963155
225,219695058
226,156155519
227,129220501
228,136651610
229,135754056
230,202241651
231,149168680
232,149629455
233,119520612
234,140671074
235,109892825
236,164070214
237,130040068
238,148596600
239,137147945
240,149465973
241,130628486
242,108412326
243,137187188
244,94385849
245,134618073
246,106489329
247,125962554
248,102174466
249,94795649
250,100917028
251,88845744
252,81176162
253,90047168
254,41774767
255,61576041
256,50450110
257,59099031
258,56139535
259,60126255
260,71140580
261,43654119
262,44372650
263,21450292
264,27692669
265,16775081
266,20264106
267,17789
268,29902
269,40478
270,46728
271,43634
