EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_YEN
224,19669853,17-10-2020,0.08882858103960023,0.10407566612724076,10.97217289680745
225,45960669,22-10-2020,0.08924674546764463,0.10578746134929869,11.070816511396096
226,32636428,27-10-2020,0.08744108931480264,0.10326744484141924,10.82583604506049
227,27007043,1-11-2020,0.07952868991456136,0.09286959263589264,9.719267217309385
228,28560172,6-11-2020,0.08235215021985755,0.09750582263266826,10.100335649050205
229,28372583,11-11-2020,0.0893835903102505,0.10562814231721475,11.11936891359091
230,42268484,16-11-2020,0.08504318576676775,0.10073652624425576,10.545099567248693
231,31176238,21-11-2020,0.09921368480621329,0.1176356652567512,12.217875464896686
232,31272540,26-11-2020,0.13064942175962166,0.155687562647238,16.254715665747575
233,24979795,1-12-2020,0.14281948178777315,0.17050059426844394,17.783552983387235
234,29400240,6-12-2020,0.1316121691319751,0.1595540768382783,16.62354106347958
235,23323007,11-12-2020,0.11708002887415929,0.1421819715953808,14.812375618835123
236,34820981,16-12-2020,0.1267978092290496,0.15412399322845466,15.973950092173355
237,33538325,21-12-2020,0.13264118664731564,0.16204943128942723,16.76223112314704
238,38320481,26-12-2020,0.1290560992147355,0.15734710950345682,16.285427133294945
239,35362958,31-12-2020,0.14999855734958248,0.18449303575089104,19.029349679489897
240,38539110,5-1-2021,0.17869487392349415,0.2188884921904594,22.573313534125514
241,33681955,10-1-2021,0.27244992253231376,0.33306999365805395,34.62195970076743
242,34885888,15-1-2021,0.25521547237546116,0.3101366394448269,32.20257275179442
243,44137199,20-1-2021,0.3042356278701491,0.3693457419983242,38.371698481947874
244,30361860,25-1-2021,0.28936154056449437,0.35209629856051367,36.54569406213742
245,49416374,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
246,39086041,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
247,46229730,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
248,37499230,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
249,41161184,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
250,44936603,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
251,39555416,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
252,43555707,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
253,46861929,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
254,36069364,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
255,39959763,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
256,32732372,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
257,38350399,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
258,36429931,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
259,39016979,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
260,46164368,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
261,37593749,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
262,49772961,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
263,47116635,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
264,60776783,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
265,36790613,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
266,44442688,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
267,44257657,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,46354713,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,43133491,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,49812149,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,46523290,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
