EPOCH,AMOUNT
212,8256492
213,9650827
214,8587024
215,8143980
216,7302108
217,6920111
218,7617725
219,8092086
220,6744032
221,8120538
222,7068893
223,10727880
224,5151173
225,12043947
226,8560633
227,7084023
228,7491405
229,7442200
230,11087130
231,8177606
232,8202866
233,6552263
234,7711757
235,6117684
236,9133631
237,7239128
238,8272142
239,7634813
240,8320401
241,7271765
242,8869894
243,11220825
244,7718021
245,12561704
246,9935721
247,11751656
248,9532351
249,13911194
250,15183835
251,13363186
252,14714626
253,15831585
254,12185483
255,13499794
256,11058131
257,8899
258,17806
259,27264
260,32242
261,26251
262,26677
263,25258
264,32586
265,19726
266,23828
267,23729
268,24854
269,23126
270,26707
271,24944
