EPOCH,AMOUNT
215,2546715
216,2943549
217,3084798
218,3057638
219,2807897
220,2911841
221,2798038
222,2613802
223,2824409
224,3242476
225,2909651
226,3276114
227,3477533
228,3235075
229,2864348
230,3027172
231,3231446
232,3157220
233,2521186
234,2967396
235,2354015
236,3514517
237,1923
238,3939
239,6032
240,6571
241,5741
242,5946
243,7523
244,5175
245,8423
246,6662
247,7880
248,6392
249,7016
250,7660
251,6742
252,7424
253,7988
254,6148
255,6811
256,5579
257,6537
258,6210
259,6651
260,7869
261,6408
262,6512
263,6166
264,7955
265,4815
266,5817
267,5
268,8
269,11
270,13
271,12
