EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
243,6.185746,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
244,4.2524,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
245,6.916483,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
246,5.47062,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
247,6.470479,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
248,5.248527,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
249,5.761067,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
250,6.289488,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
251,3.870933,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
252,4.263849,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
253,4.589201,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
254,3.53228,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
255,3.913267,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
256,3.205487,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
257,3.755661,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
258,3.56759,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
259,3.82094,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
260,4.520885,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
261,3.681562,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
262,4.613301,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
263,4.36726,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
264,5.633599,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
265,3.410242,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
266,0.002819,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
267,0.006424,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
268,0.009018,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
269,0.008388,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
270,0.009685,14-6-2021,1.293879898072177,1.5668237245333339,171.88839669992916
271,0.009045,19-6-2021,1.1962243002383985,1.419139968156482,156.38207838315185
272,0.00921,24-6-2021,1.0463758118941033,1.2483605486687026,138.58424958935848
273,0.008724,29-6-2021,1.1165023468191397,1.3318537800819263,147.30036436950118
274,0.008708,4-7-2021,1.188060646032003,1.4096155624434996,156.51666397591373
275,0.009306,9-7-2021,1.1369449446557645,1.3468246740938277,147.9123261830064
