EPOCH,AMOUNT
211,39936257
213,54995444
215,41282784
216,43571992
217,58575708
218,45190881
219,41499840
220,43044997
221,41362676
222,38639149
223,41752497
224,47932677
225,43012611
226,48429944
227,51407458
228,47823268
229,42342910
230,44749900
231,47769622
232,46109855
233,47478053
234,43867314
235,34799335
236,51963360
237,41185087
238,47062136
239,43436225
240,47337476
241,41371442
242,42850229
243,54213587
244,37293380
245,60697981
246,48009265
247,56783836
248,46060190
249,50558157
250,55195492
251,48585797
252,53499342
253,57560365
254,44303890
255,49082455
256,40205073
257,47105678
258,44746773
259,47924437
260,56703552
261,46176288
262,46924969
263,44429676
264,57320300
265,34698257
266,41915138
267,41740630
268,43718422
269,40680398
270,46979226
271,43877412
