EPOCH,AMOUNT
215,245358925
216,219805792
217,208147997
218,229131602
219,243399926
220,202852114
221,244255699
222,212623538
223,322681324
224,154940895
225,362266986
226,257493227
227,213078628
228,225332183
229,223852157
230,333487127
231,245972252
232,246732049
233,197083959
234,231960092
235,184012338
236,274728302
237,217744006
238,248815767
239,229645708
240,250271479
241,218729280
242,4016221
243,5290168
244,3764505
245,6126741
246,4845829
247,5731493
248,4649099
249,5103103
250,5571173
251,4904022
252,5399972
253,5809873
254,4471826
255,4954152
256,4058111
257,4754626
258,4516529
259,4837267
260,5723390
261,4660817
262,4736386
263,4484522
264,5785642
265,3502279
266,4230717
267,4213103
268,4412732
269,4106088
270,4741862
271,4428780
