EPOCH,AMOUNT
219,43839525
220,36513408
221,43935714
222,38245888
223,58042675
224,27870172
225,65163191
226,46316891
227,38327763
228,40531886
229,40265665
230,59986381
231,44244542
232,44381211
233,35450704
234,41724089
235,33099431
236,49417070
237,39166954
238,44756023
239,41307786
240,45017871
241,39344181
242,40750505
243,51557041
244,35465950
245,57723691
246,45656741
247,54001345
248,43803173
249,48080733
250,52490832
251,46205022
252,37550363
253,40413043
254,31114019
255,34469924
256,28235455
257,33081653
258,31425028
259,33656656
260,39822105
261,32429670
262,32955469
263,31203021
264,40256123
265,24368632
266,29437057
267,29314500
268,20615738
269,19189184
270,22167325
271,20703713
