EPOCH,AMOUNT
214,510908
215,484184
216,433758
217,411074
218,452515
219,480694
220,400615
221,482384
222,419913
223,637268
224,305995
225,715446
226,508527
227,420812
228,445011
229,442088
230,658608
231,485774
232,487274
233,389223
234,458101
235,363408
236,542564
237,430025
238,491389
239,453530
240,494264
241,431971
242,447412
243,566060
244,389391
245,633765
246,501279
247,592897
248,480928
249,395
250,941
251,1192
252,1312
253,1411
254,1086
255,1203
256,985
257,1155
258,1097
259,1175
260,1390
261,1132
262,1150
263,1089
264,1405
265,850
266,1027
267,1023
268,1071
269,997
270,1151
271,1075
