EPOCH,AMOUNT
250,116019
251,102053
252,112285
253,120808
254,92985
255,103015
256,84383
257,98866
258,93915
259,100584
260,119010
261,96915
262,98487
263,93249
264,120305
265,72825
266,87972
267,87606
268,91757
269,85380
270,98601
271,92090
